timestamp,user_id,status,verified,work_code,raw_data
"2025-10-13 15:20:06","4470004","Keluar","1","0","4470004	2025-10-13 15:20:06	1	1	0	0	0	0	0	0"
"2025-10-13 15:20:15","4470001","Keluar","1","0","4470001	2025-10-13 15:20:15	1	1	0	0	0	0	0	0"
"2025-10-13 15:20:24","4470006","Keluar","1","0","4470006	2025-10-13 15:20:24	1	1	0	0	0	0	0	0"
"2025-10-13 15:20:32","4470003","Keluar","1","0","4470003	2025-10-13 15:20:32	1	1	0	0	0	0	0	0"
"2025-10-13 15:20:42","4470008","Keluar","1","0","4470008	2025-10-13 15:20:42	1	1	0	0	0	0	0	0"
"2025-10-13 15:20:52","4470005","Keluar","1","0","4470005	2025-10-13 15:20:52	1	1	0	0	0	0	0	0"
"2025-10-13 15:21:01","4470009","Keluar","1","0","4470009	2025-10-13 15:21:01	1	1	0	0	0	0	0	0"
"2025-10-13 15:21:09","4470007","Keluar","1","0","4470007	2025-10-13 15:21:09	1	1	0	0	0	0	0	0"
"2025-10-13 15:25:27","3470014","Keluar","1","0","3470014	2025-10-13 15:25:27	1	1	0	0	0	0	0	0"
"2025-10-13 15:25:42","3470009","Keluar","1","0","3470009	2025-10-13 15:25:42	1	1	0	0	0	0	0	0"
"2025-10-13 15:27:09","3470004","Keluar","1","0","3470004	2025-10-13 15:27:09	1	1	0	0	0	0	0	0"
"2025-10-13 15:29:32","3470002","Keluar","1","0","3470002	2025-10-13 15:29:32	1	1	0	0	0	0	0	0"
"2025-10-13 15:31:23","3470013","Keluar","1","0","3470013	2025-10-13 15:31:23	1	1	0	0	0	0	0	0"
"2025-10-13 19:12:56","3470001","Keluar","1","0","3470001	2025-10-13 19:12:56	1	1	0	0	0	0	0	0"
"2025-10-13 21:08:50","3470005","Keluar","1","0","3470005	2025-10-13 21:08:50	5	1	0	0	0	0	0	0"
"2025-10-14 12:00:16","4470003","Masuk","1","0","4470003	2025-10-14 12:00:16	0	1	0	0	0	0	0	0"
"2025-10-14 12:00:25","4470005","Masuk","1","0","4470005	2025-10-14 12:00:25	0	1	0	0	0	0	0	0"
"2025-10-14 12:00:41","3470007","Masuk","1","0","3470007	2025-10-14 12:00:41	0	1	0	0	0	0	0	0"
"2025-10-14 12:00:50","3470005","Masuk","1","0","3470005	2025-10-14 12:00:50	0	1	0	0	0	0	0	0"
"2025-10-14 12:01:13","3470008","Masuk","1","0","3470008	2025-10-14 12:01:13	0	1	0	0	0	0	0	0"
"2025-10-14 12:02:15","3470009","Masuk","1","0","3470009	2025-10-14 12:02:15	0	1	0	0	0	0	0	0"
"2025-10-14 12:03:22","3470021","Masuk","1","0","3470021	2025-10-14 12:03:22	0	1	0	0	0	0	0	0"
"2025-10-14 12:04:20","3470012","Masuk","1","0","3470012	2025-10-14 12:04:20	0	1	0	0	0	0	0	0"
"2025-10-14 12:09:16","4470004","Masuk","1","0","4470004	2025-10-14 12:09:16	0	1	0	0	0	0	0	0"
"2025-10-14 12:09:27","3470014","Masuk","1","0","3470014	2025-10-14 12:09:27	0	1	0	0	0	0	0	0"
"2025-10-14 12:12:37","3470001","Masuk","1","0","3470001	2025-10-14 12:12:37	0	1	0	0	0	0	0	0"
"2025-10-14 12:12:57","3470010","Masuk","1","0","3470010	2025-10-14 12:12:57	0	1	0	0	0	0	0	0"
"2025-10-14 12:27:07","3470006","Masuk","1","0","3470006	2025-10-14 12:27:07	0	1	0	0	0	0	0	0"
"2025-10-14 12:28:30","4470006","Masuk","1","0","4470006	2025-10-14 12:28:30	0	1	0	0	0	0	0	0"
"2025-10-14 12:28:59","3470002","Masuk","1","0","3470002	2025-10-14 12:28:59	0	1	0	0	0	0	0	0"
"2025-10-14 12:29:02","3470002","Masuk","1","0","3470002	2025-10-14 12:29:02	0	1	0	0	0	0	0	0"
"2025-10-14 12:31:00","3470004","Masuk","1","0","3470004	2025-10-14 12:31:00	0	1	0	0	0	0	0	0"
"2025-10-14 12:31:09","3470013","Masuk","1","0","3470013	2025-10-14 12:31:09	0	1	0	0	0	0	0	0"
"2025-10-14 12:32:05","3470017","Masuk","1","0","3470017	2025-10-14 12:32:05	0	1	0	0	0	0	0	0"
"2025-10-14 12:32:18","4470007","Masuk","1","0","4470007	2025-10-14 12:32:18	0	1	0	0	0	0	0	0"
